ckc_id	claim_level_firewall	cynk_meyer_id	cynk_meyer_table_present	entity_level	equation_type	euler	explicit_nodal_conifold_link_present	h11	h12	hodge_table_present	hodgecy_universe_id	identity_resolution_status	local_inventory	operator_fibration_arithmetic_link_present	parameter_names	relationship_graph_hits_repo_local	source_assembly_present	source_extraction_status
130	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:130	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
131	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:131	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
132	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:132	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
133	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:133	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
134	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:134	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
135	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:135	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
136	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:136	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
137	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:137	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
138	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:138	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
139	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:139	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A5""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
140	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:140	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A5""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
141	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:141	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A5""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
142	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:142	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A5""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
143	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:143	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A5"",""A6""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
144	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:144	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
145	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:145	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
146	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:146	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
147	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:147	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
148	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:148	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
149	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:149	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
150	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:150	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A5""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
151	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:151	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A5""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
152	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:152	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
153	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:153	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
154	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:154	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
155	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:155	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A20"",""A21""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
156	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:156	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
157	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:157	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
158	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:158	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
159	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:159	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
160	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:160	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
161	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:161	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
162	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:162	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
163	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:163	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
164	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:164	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
165	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:165	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
166	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:166	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
167	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:167	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
168	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:168	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
169	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:169	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
170	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:170	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
171	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:171	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
172	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:172	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
173	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:173	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
174	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:174	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
175	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:175	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
176	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:176	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
177	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:177	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
178	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:178	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
179	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:179	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
180	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:180	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
181	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:181	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
182	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:182	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
183	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:183	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
184	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:184	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
185	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:185	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
186	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:186	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A5""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
187	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:187	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A5""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
188	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:188	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A5""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
189	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:189	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A5""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
190	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:190	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A5"",""A6""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
191	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:191	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A5"",""A6""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
192	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:192	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A5"",""A6"",""A7""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
193	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:193	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
194	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:194	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
195	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:195	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
196	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:196	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2"",""A3"",""A4"",""A5""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
197	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:197	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
198	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:198	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
199	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:199	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
200	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:200	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
201	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:201	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
202	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:202	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
203	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:203	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
204	SOURCE_LEVEL_ONLY_UNLESS_NODE_COLUMNS_EXPLICITLY_CERTIFIED		NO	PARAMETERIZED_FAMILY	parameterized_family		NO			NO	ckc:204	presentation_level_only_geometry_identity_unresolved		NO	"[""A0"",""A1"",""A2""]"	PRODUCTION_ROOT_NOT_AVAILABLE	NO	eight_plane_equation_or_family_available
